"TC_ID","SC_Ref","Reference","Feature","Module","Title","Type","Priority","Precondition","Steps","Expected","Note","Status R1","Tester R1","Date R1"
"US07-TC-056","SC-56","[Luồng Thêm mới] Mockup màn hình lỗi – nút ""Upload lại"": ""Thực hiện lại luồng upload file excel""","US07 - Upload danh sách Code phí vào Biểu phí","Màn hình lỗi","Upload file lỗi → hiển thị màn hình 3 tab → nhấn ""Upload lại"" → chọn file mới thành công","Happy Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel lỗi (file_loi.xlsx): chứa Code phí không tồn tại.
4. File Excel hợp lệ (file_ok.xlsx): chứa Code phí hợp lệ.","1. Click nút ""Tải lên"" → chọn file_loi.xlsx → click ""Open"".
2. Hệ thống hiển thị màn hình ""Danh sách code phí upload lỗi"" với 3 tab.
3. Click nút ""Upload lại"".
4. Chọn file_ok.xlsx → click ""Open"".
5. Chờ hệ thống validate.","(i) Nghiệp vụ/Logic: Bước 2 — hệ thống hiển thị lỗi tại tab Code phí. Bước 5 — hệ thống upload thành công, thêm Code phí vào lưới.
(ii) UI: Bước 2 — Màn hình lỗi hiển thị 3 tab (Code phí, Điều kiện tính phí, Quy tắc tính phí). Bước 5 — Phân vùng Thông tin chi tiết hiển thị danh sách Code phí từ file_ok.xlsx.","[Luồng Thêm mới — Nguồn: US07-TC-006]","","",""
"US07-TC-057","SC-57","[Luồng Thêm mới] Bước 1 – ""Code phí không tồn tại trong hệ thống""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Upload file chứa Mã code phí không tồn tại trong hệ thống → Chi tiết lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí chứa mã ""999-99-9999"" (không tồn tại trong hệ thống).","1. Click ""Tải lên"" → chọn file Excel → click ""Open"".
2. Chờ hệ thống validate.
3. Quan sát màn hình lỗi.","(i) Nghiệp vụ/Logic: Hệ thống chặn toàn bộ file (All-or-Nothing). Không import bất kỳ dòng nào.
(ii) UI: Hiển thị màn hình ""Danh sách code phí upload lỗi"" → tab Code phí hiển thị dòng ""999-99-9999"" với Chi tiết lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-007]","","",""
"US07-TC-058","SC-58","[Luồng Thêm mới] Bước 1 – ""Code phí có trạng thái hoạt động = Hủy""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Upload file chứa Code phí trạng thái = Hủy → Chi tiết lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0099"" tồn tại trong hệ thống nhưng trạng thái = Hủy.
4. File Excel: sheet Code phí chứa ""228-01-0099"".","1. Click ""Tải lên"" → chọn file Excel → click ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn toàn bộ file. Code phí ""228-01-0099"" bị đánh lỗi vì trạng thái = Hủy.
(ii) UI: Tab Code phí hiển thị ""228-01-0099"" với Chi tiết lỗi tương ứng.","[Luồng Thêm mới — Nguồn: US07-TC-008]","","",""
"US07-TC-059","SC-59","[Luồng Thêm mới] Bước 1 – ""Code phí đang tồn tại tác vụ Chỉnh sửa ở trạng thái Chờ duyệt""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Upload file chứa Code phí đang Chờ duyệt → Chi tiết lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0050"" đang tồn tại tác vụ Chỉnh sửa ở trạng thái Chờ duyệt.
4. File Excel chứa ""228-01-0050"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. ""228-01-0050"" bị lỗi vì đang Chờ duyệt, tránh xung đột Maker-Checker.
(ii) UI: Tab Code phí hiển thị Chi tiết lỗi cho ""228-01-0050"".","[Luồng Thêm mới — Nguồn: US07-TC-009]","","",""
"US07-TC-060","SC-60","[Luồng Thêm mới] Bước 1 – ""Code phí bị trùng lặp trong danh sách (hiển thị lỗi ở tất cả bản ghi trùng)""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Upload file chứa Code phí trùng lặp (2 dòng cùng Mã) → lỗi ở TẤT CẢ dòng trùng tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí có 2 dòng cùng mã ""228-01-0001"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. CẢ 2 dòng ""228-01-0001"" bị đánh lỗi trùng lặp.
(ii) UI: Tab Code phí hiển thị 2 dòng ""228-01-0001"" đều có Chi tiết lỗi ""trùng lặp"". Tổng số lỗi >= 2.","[Luồng Thêm mới — Nguồn: US07-TC-010]","","",""
"US07-TC-061","SC-61","[Luồng Thêm mới] Bước 1 – ""QT = Công thức và Có thay đổi = Yes""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Code phí QT Công thức + Có chỉnh sửa = Yes → lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-03-0001"" có Quy tắc tính phí = Công thức.
4. File Excel: ""228-03-0001"" với ""Có chỉnh sửa chi tiết Code phí hay không?"" = ""Yes"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Code phí loại Công thức không cho phép chỉnh sửa chi tiết.
(ii) UI: Tab Code phí hiển thị ""228-03-0001"" với Chi tiết lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-011]","","",""
"US07-TC-062","SC-62","[Luồng Thêm mới] Bước 1 – ""Không điền đầy đủ các trường bắt buộc điền""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Bỏ trống trường bắt buộc trên sheet Code phí → lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí có 1 dòng bỏ trống cột ""Có chỉnh sửa chi tiết Code phí hay không?"" (trường bắt buộc).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Dòng thiếu trường bắt buộc bị báo lỗi.
(ii) UI: Tab Code phí hiển thị dòng lỗi với Chi tiết lỗi ""Không điền đầy đủ trường bắt buộc"".","[Luồng Thêm mới — Nguồn: US07-TC-012]","","",""
"US07-TC-063","SC-63","[Luồng Thêm mới] Bước 2 – ""ParentID không thuộc danh sách Code phí ở sheet Code phí""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","ParentId ở sheet Điều kiện không thuộc danh sách Code phí → lỗi tại tab Điều kiện tính phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí chứa ""228-01-0001"" (hợp lệ).
4. Sheet Điều kiện tính phí có ParentId = ""228-99-0099"" (không có trong sheet Code phí).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện tính phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. ParentId ""228-99-0099"" không khớp danh sách Code phí.
(ii) UI: Tab Điều kiện tính phí hiển thị dòng lỗi với Chi tiết lỗi ""ParentId không khớp"".","[Luồng Thêm mới — Nguồn: US07-TC-013]","","",""
"US07-TC-064","SC-64","[Luồng Thêm mới] Bước 2 – ""Nguồn dữ liệu không thuộc các nguồn dữ liệu tại Thông tin Code phí""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","Nguồn dữ liệu không thuộc danh sách hợp lệ của Code phí → lỗi tại tab Điều kiện tính phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có Loại tính phí = Theo giao dịch (Nguồn DL hợp lệ: API Giao dịch).
4. File Excel: sheet Điều kiện, ParentId = ""228-01-0001"", Nguồn dữ liệu = ""ETL Thẻ"" (không hợp lệ với Loại tính phí).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện tính phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Nguồn dữ liệu ""ETL Thẻ"" không thuộc danh sách hợp lệ của Code phí ""228-01-0001"".
(ii) UI: Tab Điều kiện tính phí hiển thị dòng lỗi với Chi tiết lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-014]","","",""
"US07-TC-065","SC-65","[Luồng Thêm mới] Bước 2 – ""Tên trường + Operator không có dữ liệu trùng khớp với dữ liệu hiện hữu""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","Tên trường + Operator không trùng khớp dữ liệu hiện hữu → lỗi tại tab Điều kiện","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có ĐK: Tên trường = ""TARGET"", Operator = ""="".
4. File Excel: Tên trường = ""INVALID_FIELD"", Operator = ""="" cho ParentId ""228-01-0001"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện tính phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Tên trường ""INVALID_FIELD"" + Operator ""="" không khớp dữ liệu hiện hữu.
(ii) UI: Tab Điều kiện hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-015]","","",""
"US07-TC-066","SC-66","[Luồng Thêm mới] Bước 2 – ""Tên trường + Operator bị trùng lặp trong cùng một Code phí""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","Trùng lặp Tên trường + Operator cho cùng ParentId → lỗi TẤT CẢ dòng trùng tại tab Điều kiện","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Điều kiện có 2 dòng: ParentId = ""228-01-0001"", Tên trường = ""TARGET"", Operator = ""="".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Cả 2 dòng trùng Tên trường + Operator bị báo lỗi.
(ii) UI: Tab Điều kiện hiển thị 2 dòng đều có Chi tiết lỗi ""trùng lặp"".","[Luồng Thêm mới — Nguồn: US07-TC-016]","","",""
"US07-TC-067","SC-67","[Luồng Thêm mới] Bước 2 – ""Số lượng điều kiện tính phí không trùng khớp"" → lỗi tại tab Code phí","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","Số lượng điều kiện không khớp → Chi tiết lỗi tại tab Code phí (không phải tab Điều kiện)","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có 5 điều kiện trên hệ thống.
4. File Excel: sheet Điều kiện chỉ có 3 dòng cho ParentId ""228-01-0001"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Số lượng điều kiện upload (3) không khớp hiện hữu (5).
(ii) UI: Tab Code phí (KHÔNG phải tab Điều kiện) hiển thị Chi tiết lỗi ""Số lượng điều kiện tính phí không trùng khớp"" cho ""228-01-0001"".","[Luồng Thêm mới — Nguồn: US07-TC-017] Lưu ý: Lỗi hiển thị tại tab Code phí theo tài liệu v2.","","",""
"US07-TC-068","SC-68","[Luồng Thêm mới] Bước 2 – ""Kiểm tra Mô tả và Giá trị hợp lệ""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Điều kiện tính phí","Giá trị sai kiểu dữ liệu (VD: text thay vì number) → lỗi tại tab Điều kiện","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có ĐK: Tên trường = ""TARGET"", kiểu dữ liệu = Number.
4. File Excel: cột Giá trị nhập ""abc"" (text thay vì number).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Giá trị ""abc"" không đúng kiểu dữ liệu Number.
(ii) UI: Tab Điều kiện hiển thị dòng lỗi cho TARGET với Chi tiết lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-018]","","",""
"US07-TC-069","SC-69","[Luồng Thêm mới] Bước 3 – ""ParentID không thuộc danh sách Code phí → lỗi tab Điều kiện tính phí""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","ParentId ở sheet QT không thuộc Code phí → lỗi tại tab Điều kiện tính phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí chứa ""228-01-0001"".
4. Sheet Quy tắc có ParentId = ""228-99-0099"" (không có trong sheet Code phí).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Điều kiện tính phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. ParentId ""228-99-0099"" từ sheet QT không khớp.
(ii) UI: Tab Điều kiện tính phí hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-019] Lưu ý: Theo tài liệu v2, lỗi sheet QT hiển thị tại tab Điều kiện tính phí.","","",""
"US07-TC-070","SC-70","[Luồng Thêm mới] Bước 3 – ""upload thiếu Quy tắc tính phí hoặc Thiếu Nhóm khách hàng → tab Code phí""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Thiếu Quy tắc tính phí → lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có ""Chỉnh sửa"" = ""Yes"" nhưng sheet Quy tắc không có dòng nào cho ParentId ""228-01-0001"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Thiếu Quy tắc tính phí cho ""228-01-0001"".
(ii) UI: Tab Code phí hiển thị lỗi cho ""228-01-0001"".","[Luồng Thêm mới — Nguồn: US07-TC-020]","","",""
"US07-TC-071","SC-71","[Luồng Thêm mới] Bảng diễn giải lưu đồ, Bước 4 – ""Nếu không có dữ liệu → Bước 4.a hiển thị thông báo lỗi""","US07 - Upload danh sách Code phí vào Biểu phí","Validate File Upload","Upload file rỗng (đúng template nhưng 0 dòng dữ liệu) → hiển thị thông báo lỗi","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel (.xlsx) đúng template (3 sheet) nhưng tất cả sheet đều rỗng (chỉ có header).","1. Click ""Tải lên"" → chọn file rỗng → ""Open"".
2. Quan sát phản hồi hệ thống.","(i) Nghiệp vụ/Logic: Hệ thống phát hiện không có dữ liệu → Bước 4.a.
(ii) UI: Hiển thị thông báo lỗi (toast hoặc popup). Không chuyển sang màn hình lỗi 3 tab.","[Luồng Thêm mới — Nguồn: US07-TC-021]","","",""
"US07-TC-072","SC-72","[Luồng Thêm mới] Áp dụng QTC-07 – ""Upload file định dạng .xlsx""","US07 - Upload danh sách Code phí vào Biểu phí","Validate File Upload","Upload file sai định dạng (.doc) → FE chặn, toast lỗi","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File định dạng .doc (không phải .xlsx).","1. Click ""Tải lên"" → chọn file .doc → ""Open"".
2. Quan sát phản hồi FE.","(i) Nghiệp vụ/Logic: FE chặn file không gửi BE. File .doc không hợp lệ.
(ii) UI: Toast thông báo lỗi ""Định dạng file không hợp lệ"" hoặc tương đương.","[Luồng Thêm mới — Nguồn: US07-TC-022] [Theo QTC-07]","","",""
"US07-TC-073","SC-73","[Luồng Thêm mới] Áp dụng QTC-07 – ""Validate dung lượng file upload""","US07 - Upload danh sách Code phí vào Biểu phí","Validate File Upload","Upload file vượt dung lượng cho phép → FE chặn, toast lỗi","Negative Path","Medium","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel (.xlsx) có dung lượng vượt quá giới hạn cho phép.","1. Click ""Tải lên"" → chọn file quá lớn → ""Open"".
2. Quan sát phản hồi FE.","(i) Nghiệp vụ/Logic: FE chặn file, không gửi BE.
(ii) UI: Toast thông báo lỗi dung lượng.","[Luồng Thêm mới — Nguồn: US07-TC-023] [Theo QTC-07]","","",""
"US07-TC-074","SC-74","[Luồng Thêm mới] BA xác nhận: ""chặn toàn bộ file nếu có 1 bản ghi lỗi"" (QA-01.2)","US07 - Upload danh sách Code phí vào Biểu phí","Upload file Excel","File có lỗi ở nhiều sheet → All-or-Nothing, không import dòng nào","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí có 1 dòng trùng lặp + sheet Điều kiện có 1 dòng ParentId orphan + sheet Quy tắc có 1 dòng Tối thiểu > Tối đa.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát màn hình lỗi cả 3 tab.","(i) Nghiệp vụ/Logic: Hệ thống chặn toàn bộ file. Không import bất kỳ Code phí nào. All-or-Nothing.
(ii) UI: Màn hình lỗi hiển thị 3 tab đều có dòng lỗi tương ứng.","[Luồng Thêm mới — Nguồn: US07-TC-024]","","",""
"US07-TC-075","SC-75","[Luồng Thêm mới] Mockup tab Code phí – ""Y"" bị highlight lỗi; BA xác nhận chỉ ""Yes""/""No""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Code phí","Nhập ""Y"" thay vì ""Yes"" vào cột Có chỉnh sửa → lỗi tại tab Code phí","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. File Excel: sheet Code phí có Code phí ""228-01-0001"" với cột ""Có chỉnh sửa"" = ""Y"".","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Code phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Giá trị ""Y"" không hợp lệ. Chỉ chấp nhận ""Yes"" hoặc ""No"".
(ii) UI: Tab Code phí hiển thị ""228-01-0001"" với ""Y"" và Chi tiết lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-025]","","",""
"US07-TC-076","SC-76","[Luồng Thêm mới] Template – ""bỏ trống khi QT là Số cố định""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","QT Số cố định nhưng nhập Tối thiểu/Tối đa → lỗi tại tab Quy tắc","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-02-0001"" có QT = Số cố định.
4. File Excel: sheet Quy tắc, ParentId = ""228-02-0001"", Số cố định = 50000, Tối thiểu = 100 (phải bỏ trống).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc tính phí.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. QT = Số cố định thì Tối thiểu/Tối đa phải bỏ trống.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-026]","","",""
"US07-TC-077","SC-77","[Luồng Thêm mới] Template – ""bỏ trống khi QT là Thỏa thuận""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","QT Thỏa thuận nhưng nhập Số cố định → lỗi tại tab Quy tắc","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" có QT = Thỏa thuận.
4. File Excel: sheet Quy tắc, ParentId = ""228-01-0001"", Số cố định = 50000 (phải bỏ trống), Tối thiểu = 100, Tối đa = 500.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. QT = Thỏa thuận thì Số cố định phải bỏ trống.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-027]","","",""
"US07-TC-078","SC-78","[Luồng Thêm mới] VA SC-25 – ""Dữ liệu readonly phải trùng khớp (Số cố định / Thỏa thuận)""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Cột Quy tắc tính phí readonly nhập sai giá trị → lỗi tại tab Quy tắc","Negative Path","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-02-0001"" có QT = ""Số cố định"" trên hệ thống.
4. File Excel: sheet Quy tắc, ParentId = ""228-02-0001"", cột Quy tắc tính phí = ""Thỏa thuận"" (sai so với hệ thống).","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Cột Quy tắc tính phí là readonly, phải trùng khớp hệ thống.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-028] [Nguồn: VA Review]","","",""
"US07-TC-079","SC-79","[Luồng Thêm mới] Template – ""Số cố định phải >= 0""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Số cố định = 0 (biên dưới) → hợp lệ, upload thành công","Boundary Value","Medium","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-02-0001"" có QT = Số cố định, ""Có chỉnh sửa"" = ""Yes"".
4. File Excel: Số cố định = 0, Tối thiểu/Tối đa bỏ trống.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Kiểm tra kết quả.","(i) Nghiệp vụ/Logic: Hệ thống chấp nhận Số cố định = 0 (>= 0 hợp lệ). Upload thành công.
(ii) UI: Phân vùng Thông tin chi tiết hiển thị Code phí với Số cố định = 0.","[Luồng Thêm mới — Nguồn: US07-TC-029]","","",""
"US07-TC-080","SC-80","[Luồng Thêm mới] Template – ""Tối thiểu > 0, Tối đa > 0, Tối thiểu < Tối đa""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Tối thiểu = 1, Tối đa = 2 (biên dưới hợp lệ) → upload thành công","Boundary Value","Medium","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" QT = Thỏa thuận, ""Có chỉnh sửa"" = ""Yes"".
4. File Excel: Tối thiểu = 1, Tối đa = 2.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.","(i) Nghiệp vụ/Logic: 1 < 2, cả 2 > 0. Upload thành công.
(ii) UI: Code phí hiển thị Tối thiểu = 1, Tối đa = 2.","[Luồng Thêm mới — Nguồn: US07-TC-030]","","",""
"US07-TC-081","SC-81","[Luồng Thêm mới] BA xác nhận: ""Tối đa phải > Tối thiểu""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Tối thiểu = Tối đa (VD: cả 2 = 100) → lỗi vì phải Tối thiểu < Tối đa (strict)","Boundary Value","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" QT = Thỏa thuận.
4. File Excel: Tối thiểu = 100, Tối đa = 100.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. 100 = 100, vi phạm Tối thiểu < Tối đa.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-031]","","",""
"US07-TC-082","SC-82","[Luồng Thêm mới] BA xác nhận: ""Tối đa phải > Tối thiểu""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Tối thiểu > Tối đa (VD: 500 > 100) → lỗi","Boundary Value","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" QT = Thỏa thuận.
4. File Excel: Tối thiểu = 500, Tối đa = 100.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. 500 > 100, vi phạm.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-032]","","",""
"US07-TC-083","SC-83","[Luồng Thêm mới] Template – ""giá trị nhập vào phải là số và > 0""","US07 - Upload danh sách Code phí vào Biểu phí","Validate Sheet Quy tắc tính phí","Tối thiểu = 0 (biên dưới, phải > 0) → lỗi","Boundary Value","High","1. User đăng nhập với vai trò Maker, có quyền Thêm mới Biểu phí.
2. User đang ở màn hình Thêm mới Biểu phí (tham chiếu US06).
3. Code phí ""228-01-0001"" QT = Thỏa thuận.
4. File Excel: Tối thiểu = 0.","1. Click ""Tải lên"" → chọn file → ""Open"".
2. Chờ validate.
3. Quan sát tab Quy tắc.","(i) Nghiệp vụ/Logic: Hệ thống chặn file. Tối thiểu = 0, vi phạm > 0.
(ii) UI: Tab Quy tắc hiển thị dòng lỗi.","[Luồng Thêm mới — Nguồn: US07-TC-033]","","",""
